RegistrationNumber,AircraftCategory,Make,Model,AmateurBuilt,NumberofEngines,EngineType,takeoff_max_weight,AirportCode
 N21131 , Airplane , Maule , M-6-235 , No ,1, Reciprocating ,1600,PPXIG1470
 N321TR , Airplane , Bell , 206B , No ,1, Turbo Shaft ,2550,PPXIG1471
 N2521S , Airplane , Cessna , C208 , No ,  ,  ,3152,PPXIG1472
 N94577 , Airplane , American Champion (ACAC) , 7ECA , No ,1, Reciprocating ,10471,PPXIG1473
 N87AD , Airplane , Piper , PA-22-150 , No ,1, Reciprocating ,4960,PPXIG1474
 N94405 , Airplane , Beyers , Kitfox IV , Yes ,1, Reciprocating ,2899,PPXIG1475
 N65752 , Airplane , Mooney , M20K , No ,  ,  ,3968,PPXIG1476
 N8KD , Airplane , Cessna , 172M , No ,1, Reciprocating ,5299,PPXIG1477
 N6291T , Airplane , Maule , M-5-235C , No ,1, Reciprocating ,1851,PPXIG1478
 N4NY , Airplane , Cessna , 182S , No ,1, Reciprocating ,2550,PPXIG1479
 N737HW , Airplane , Beech , V35B , No ,1, Reciprocating ,2899,PPXIG1480
 N3050J , Airplane , Aero Commander ,112, No ,1, Reciprocating ,3417,PPXIG1481
 N870KS , Airplane , Cessna , U206B , No ,1, Reciprocating ,3968,PPXIG1482
 N397E , Airplane , Piper , PA-28-140 , No ,1, Reciprocating ,4570,PPXIG1483
 N91514 , Airplane , Globe , Swift GC-1B , No ,1, Reciprocating ,903,PPXIG1484
 N441JS , Airplane , Waco , QCF , No ,1, Reciprocating ,903,PPXIG1485
 N272AS , Airplane , Bell , 47G2 , No ,1, Reciprocating ,3600,PPXIG1486
 N35860 , Airplane , Devereux , Mustang II , Yes ,1, Reciprocating ,14550,PPXIG1487
 N60539 , Airplane , Cessna , 172S , No ,1, Reciprocating ,992,PPXIG1488
 N7448G , Airplane , Cessna , U206G , No ,1, Reciprocating ,4750,PPXIG1489
 N32DS , Airplane , Bell ,407, No ,  ,  ,1234,PPXIG1490
 N2493Q , Airplane , Piper , PA-18-150 , No ,1, Reciprocating ,1697,PPXIG1491
 N5483H , Airplane , Convair Div. of Gen. Dynamics , CV-340 (580) , No ,2, Turbo Prop ,2649,PPXIG1492
 N626EA , Airplane , Robinson , R22 Beta , No ,  ,  ,1653,PPXIG1493
 N5099D , Airplane , Cessna , 172P , No ,1, Reciprocating ,1620,PPXIG1494
 N195AF , Airplane , Cessna , A185F , No ,1, Reciprocating ,1124,PPXIG1495
 N31SU , Airplane , Cessna , 172M , No ,1, Reciprocating ,1369,PPXIG1496
 N130AL , Airplane , Cessna , 172L , No ,1, Reciprocating ,4960,PPXIG1497
 N5764K , Airplane , Mooney , M20K , No ,1, Reciprocating ,5399,PPXIG1498
 N2070E , Airplane , CESSNA , 172SP , No ,1, Reciprocating ,1369,PPXIG1499
 N99NH , Airplane , Air Tractor , AT-301 , No ,1, Reciprocating ,11699,PPXIG1500
 N7908M , Airplane , Mooney , M20J , No ,1, Reciprocating ,3968,PPXIG1501
 N70SU , Airplane , Boeing , 737-200 , No ,  ,  ,1600,PPXIG1502
 N65RV , Airplane , Cessna , A188B , No ,1, Reciprocating ,14109,PPXIG1503
 N5656G , Airplane , Robinson , R22 Beta , No ,  ,  ,3600,PPXIG1504
 N7631K , Airplane , Boeing , B-777 , No ,2, Turbo Fan ,992,PPXIG1505
 N2277M , Airplane ," Allied Ag Cat Productions, Inc ", G-164B , No ,1, Reciprocating ,3600,PPXIG1506
 N9919L , Airplane , Bell , 205A1 , No ,1, Turbo Shaft ,14991,PPXIG1507
 N917JB , Airplane , Cessna ,152, No ,1, Reciprocating ,3600,PPXIG1508
 N493RA , Airplane , Bellanca , BL17-30 , No ,1, Reciprocating ,1371,PPXIG1509
 N282JL , Airplane , Piper , PA-28-181 , No ,1, Reciprocating ,2200,PPXIG1510
 N3243P , Airplane , Mooney , M20J , No ,1, Reciprocating ,1322,PPXIG1511
 N271T , Airplane , Boeing , 717-200 , No ,  ,  ,2698,PPXIG1512
 N999SB , Airplane , Cessna , 310Q , No ,2, Reciprocating ,4750,PPXIG1513
 N189AX , Airplane , Eurocopter France , EC-130 B4 , No ,1, Turbo Shaft ,3399,PPXIG1514
 N715FE , Airplane , Classic Aircraft Corp. , Waco YMF , No ,1, Reciprocating ,1369,PPXIG1515
 N7521P , Airplane , Head Balloons Inc. , AX8-88 , No ,0,  ,3968,PPXIG1516
 N40725 , Airplane , Cessna , 172P , No ,1, Reciprocating ,2899,PPXIG1517
 N3275Q , Airplane , Schweizer , 269C-1 , No ,1, Reciprocating ,617,PPXIG1518
 N61415 , Airplane , Cessna , 305A , No ,1, Reciprocating ,5299,PPXIG1519
 N407BP , Airplane , Mooney , M20K , No ,1, Reciprocating ,5500,PPXIG1520
 N738FX , Airplane , Cessna , 172S , No ,1, Reciprocating ,2724,PPXIG1521
 N9785C , Airplane , Cessna , 172P , No ,1, Reciprocating ,4750,PPXIG1522
 N6228A , Airplane , Glasflugel , H301 , No ,0,  ,2500,PPXIG1523
 N2833R , Airplane , Sidney , FREEBIRD , Yes ,1, Reciprocating ,1620,PPXIG1524
 N4861D , Airplane , Giles , Mustang II , Yes ,1, Reciprocating ,4448,PPXIG1525
 N216MR , Airplane , Piper , PA-32R-301 , No ,1, Reciprocating ,870,PPXIG1526
 N169JP , Airplane , Cessna , 150E , No ,1, Reciprocating ,2500,PPXIG1527
 N734RE , Airplane , Cessna , A150L , No ,1, Reciprocating ,3399,PPXIG1528
 N5048E , Airplane , Piper , PA28-140 , No ,1, Reciprocating ,3139,PPXIG1529
 N83291 , Airplane , Headrick , Vans RV9A , Yes ,1, Reciprocating ,1212,PPXIG1530
 N819TT , Airplane , Piper , PA-32-300 , No ,1, Reciprocating ,1600,PPXIG1531
 N5674F , Airplane , Jorgensen , Velocity XL-RG , Yes ,1, Reciprocating ,2500,PPXIG1532
 N75812 , Airplane , Piper , PA-18 , No ,1, Reciprocating ,3968,PPXIG1533
 N511WD , Airplane , Cessna , 185F , No ,1, Reciprocating ,3968,PPXIG1534
 N8252A , Airplane , Boeing , 767-300ER , No ,  ,  ,3968,PPXIG1535
 N32891 , Airplane , Boeing , 737-500 , No ,2, Turbo Fan ,1322,PPXIG1536
 N8492A , Airplane , Enstrom , F-28F , No ,1, Reciprocating ,2698,PPXIG1537
 N82943 , Airplane , Hughes , OH-6A , No ,1, Turbo Shaft ,7394,PPXIG1538
 N55AD , Airplane , Taylorcraft , DC-65 , No ,1, Reciprocating ,3800,PPXIG1539
 N7435Q , Airplane , Eurocopter France , EC130 B4 , No ,1, Turbo Shaft ,1697,PPXIG1540
 N9030Z , Airplane , Cessna , TR182 , No ,1, Reciprocating ,2899,PPXIG1541
 N2861R , Airplane , American Aviation Corp. (AAC) , AA-1A , No ,1, Reciprocating ,1322,PPXIG1542
 N497MA , Airplane , Grumman , G-164-B , No ,1, Reciprocating ,4960,PPXIG1543
 N5196J , Airplane , Aeronca , 15AC , No ,1, Reciprocating ,1369,PPXIG1544
 N9768P , Airplane , Cessna , U206G , No ,  ,  ,4199,PPXIG1545
 N6257H , Airplane , SOCATA , Rallye TB-10 , No ,  ,  ,903,PPXIG1546
 N1910Q , Airplane , Cessna , 182F , No ,1, Reciprocating ,5732,PPXIG1547
 N137AE , Airplane , Bell , 47G-3B-1 , No ,1, Reciprocating ,3000,PPXIG1548
 N302PW , Airplane , Piper , PA-20 , No ,1, Reciprocating ,1276,PPXIG1549
 N83587 , Airplane , Cessna , 172R , No ,1, Reciprocating ,4299,PPXIG1550
 N8529E , Airplane , Robinson , R44 , No ,1, Reciprocating ,17967,PPXIG1551
 N9862D , Airplane , Bell , 47G-5 , No ,1, Reciprocating ,155498,PPXIG1552
 N8157J , Airplane , Cessna , 208B , No ,1, Turbo Prop ,5511,PPXIG1553
 N4941F , Airplane , Mooney , M20R , No ,1, Reciprocating ,1212,PPXIG1554
 N355UJ , Airplane , Mooney , M20J , No ,  ,  ,3968,PPXIG1555
 N6062D , Airplane , Cessna , 172N , No ,1, Reciprocating ,2500,PPXIG1556
 N8198A , Airplane , Cessna , 402C , No ,2, Reciprocating ,3968,PPXIG1557
 N333ZZ , Airplane , Mooney , M20J , No ,1, Reciprocating ,3800,PPXIG1558
 N5369P , Airplane , Piper , PA-32-260 , No ,1, Reciprocating ,2899,PPXIG1559
 N17231 , Airplane , Cessna ,152, No ,1, Reciprocating ,3968,PPXIG1560
 N127DD , Airplane , Cessna , 172F , No ,1, Reciprocating ,1697,PPXIG1561
 N5XK , Airplane , Piper , PA-24-180 , No ,1, Reciprocating ,3968,PPXIG1562
 N105DP , Airplane , Cessna , 182P , No ,1, Reciprocating ,3048,PPXIG1563
 N1815Z , Airplane , Piper , PA-60-601P , No ,2, Reciprocating ,3968,PPXIG1564
 N6715X , Airplane , Robinson , R22 Beta , No ,1, Reciprocating ,8000,PPXIG1565
 N5280D , Airplane , Mooney , M20F , No ,1, Reciprocating ,2698,PPXIG1566
 N569Z , Airplane , Pascucci , RAF 2000 , Yes ,1, Reciprocating ,3968,PPXIG1567
 N185TY , Airplane , SKYSTAR , KITFOX , Yes ,1, Reciprocating ,2500,PPXIG1568
 N199RD , Airplane , Piper , PA-32-300 , No ,1, Reciprocating ,3800,PPXIG1569
 N6425 , Airplane , Cessna , 150C , No ,1, Reciprocating ,1549,PPXIG1570
 N8172T , Airplane , Paulick , Wittman W-10 , Yes ,1, Reciprocating ,15500,PPXIG1571
 N3029M , Airplane , Knoepflein , Lancair Legacy 2000 , Yes ,1, Reciprocating ,3968,PPXIG1572
 N82LS , Airplane , Cessna ,140, No ,1, Reciprocating ,41005,PPXIG1573
 N31443 , Airplane , Rose , Parakeet A-1 , No ,1, Reciprocating ,3968,PPXIG1574
 N2908E , Airplane , Piper , PA22-20 , No ,1, Reciprocating ,3968,PPXIG1575
 N40RT , Airplane , Lake , LA4-200 , No ,1, Reciprocating ,4750,PPXIG1576
 N555UH , Airplane , Beech , BE 36 , No ,  ,  ,4960,PPXIG1577
 N8956Q , Airplane , DRZYMALA , RV-4 , Yes ,1, Reciprocating ,3399,PPXIG1578
 N301KS , Airplane , Cessna , 172S , No ,1, Reciprocating ,1278,PPXIG1579
 N448WN , Airplane , Piper , PA-24-260 , No ,1, Reciprocating ,2400,PPXIG1580
 N861DD , Airplane , Beech , V35A , No ,1, Reciprocating ,3968,PPXIG1581
 N852JH , Airplane , Bell , 47-G2 , No ,1, Reciprocating ,3968,PPXIG1582
 N2920C , Airplane , Bellanca , 7KCAB , No ,1, Reciprocating ,3600,PPXIG1583
 N5628E , Airplane , Stinson ,108, No ,1, Reciprocating ,3968,PPXIG1584
 N364ME , Airplane , Helio , H-295 , No ,  ,  ,3234,PPXIG1585
 N8872T , Airplane , Cessna ,140, No ,1, Reciprocating ,4750,PPXIG1586
 N669SP , Airplane , Stamsta , Wittman Tailwind W10 , Yes ,1, Reciprocating ,5500,PPXIG1587
 N39515 , Airplane , Cherkas , Murphy Rebel , Yes ,1, Reciprocating ,4750,PPXIG1588
 N609QX , Airplane , Piper , PA-28RT-201T , No ,1, Reciprocating ,6000,PPXIG1589
 N5235X , Airplane , Boeing , A75N1 , No ,1, Reciprocating ,3999,PPXIG1590
 N14075 , Airplane , Piper , PA-28-140 , No ,1, Reciprocating ,2899,PPXIG1591
 N860MK , Airplane , Schleicher , ASW-27 , No ,  ,  ,10950,PPXIG1592
 N916LJ , Airplane , Air Tractor , AT-400 , No ,1, Reciprocating ,1543,PPXIG1593
 N5019U , Airplane , Cessna , 172N , No ,1, Reciprocating ,3968,PPXIG1594
 N662SW , Airplane , Bellanca , 14-19-3A , No ,1, Reciprocating ,2649,PPXIG1595
 N74270 , Airplane , Cessna , 170B , No ,1, Reciprocating ,2899,PPXIG1596
 N14026 , Airplane , Tjerrild , Rotorway Exec , Yes ,1, Reciprocating ,4629,PPXIG1597
 N6583D , Airplane , Cessna , 172M , No ,1, Reciprocating ,3968,PPXIG1598
 N84623 , Airplane , Piper , PA-24 , No ,1, Reciprocating ,8750,PPXIG1599
 N11253 , Airplane , Cessna ,172, No ,1, Reciprocating ,4570,PPXIG1600
 N210GL , Airplane , Schweizer , SGS 2-33 , No ,0,  ,3399,PPXIG1601
 N25645 , Airplane , Cessna ,206, No ,1, Reciprocating ,5399,PPXIG1602
 N518CR , Airplane , Boeing , 747-200F , No ,  ,  ,3968,PPXIG1603
 N73213 , Airplane , Cessna , U206G , No ,1, Reciprocating ,3968,PPXIG1604
 N355BD , Airplane , Robinson , R22 Alpha , No ,1, Reciprocating ,10493,PPXIG1605
 N6160K , Airplane , Rockwell ,114, No ,1, Reciprocating ,5989,PPXIG1606
 N527ST , Airplane , Mooney , M20J , No ,1, Reciprocating ,5198,PPXIG1607
 N91729 , Airplane , Boeing , 767ER , No ,  ,  ,3968,PPXIG1608
 N2320T , Airplane , Piper , PA-31T , No ,  ,  ,1146,PPXIG1609
 N151AC , Airplane , Robinson , R-22 , No ,1, Reciprocating ,1036,PPXIG1610
 N2609F , Airplane , Robinson , R 22 Mariner , No ,1, Reciprocating ,2899,PPXIG1611
 N4713B , Airplane , Robinson Helicopter Co. , R44 II , No ,1, Reciprocating ,9649,PPXIG1612
 N2200D , Airplane , Piper , PA-28-181 , No ,1, Reciprocating ,4570,PPXIG1613
 N5844P , Airplane , Cessna , 172P , No ,1, Reciprocating ,24250,PPXIG1614
 N3524Y , Airplane , Garrett , Stephens Akro , Yes ,1, Reciprocating ,3800,PPXIG1615
 N686H , Airplane , Schweizer , 269C , No ,1, Reciprocating ,3968,PPXIG1616
 N869CC , Airplane , Bell , 206B , No ,1, Turbo Shaft ,1433,PPXIG1617
 N48564 , Airplane , WSK PZL Mielec , M-18A , No ,1, Reciprocating ,1102,PPXIG1618
 N7923M , Airplane , Boeing , 717-200 , No ,  ,  ,6737,PPXIG1619
 N4130D , Airplane , Cessna , 182A , No ,1, Reciprocating ,8750,PPXIG1620
 N14A , Airplane , Piper , PA-28-235 , No ,1, Reciprocating ,4750,PPXIG1621
 N9599B , Airplane , Piper , Aerostar 602P , No ,2, Reciprocating ,9649,PPXIG1622
 N1922D , Airplane , Piper , PA-32RT-300 , No ,1, Reciprocating ,3600,PPXIG1623
 N18SZ , Airplane , Piper , PA-28-161 , No ,1, Reciprocating ,1697,PPXIG1624
 N22932 , Airplane , American , AA-1 , No ,1, Reciprocating ,1697,PPXIG1625
 N17882 , Airplane , Boeing ,777, No ,2, Turbo Fan ,2550,PPXIG1626
 N47976 , Airplane , Piper , PA-28-140 , No ,1, Reciprocating ,3600,PPXIG1627
 N5223K , Airplane , Beech , 58P , No ,2, Reciprocating ,6283,PPXIG1628
 N7NB , Airplane , Piper , PA-28-140 , No ,1, Reciprocating ,2550,PPXIG1629
 N19AG , Airplane , Aviat , A-1B , No ,1, Reciprocating ,3968,PPXIG1630
 N12444 , Airplane , Avian , Falcon II , No ,0,  ,1668,PPXIG1631
 N66758 , Airplane , Cessna , 182N , No ,1, Reciprocating ,4878,PPXIG1632
 N986AV , Airplane , Aviat , A-1B , No ,1, Reciprocating ,5500,PPXIG1633
 N271EP , Airplane , Cessna , A185F , No ,1, Reciprocating ,17967,PPXIG1634
 N4686J , Airplane , Aerostar , RX-7 , No ,0,  ,2550,PPXIG1635
 N65914 , Airplane , Cessna , 182Q , No ,1, Reciprocating ,1668,PPXIG1636
 N88BM , Airplane , Piper , PA-28-151 , No ,1, Reciprocating ,2645,PPXIG1637
 N149CJ , Airplane , Bellanca , 7GCAA , No ,1, Reciprocating ,2149,PPXIG1638
 N284DM , Airplane , Cessna , 172D , No ,1, Reciprocating ,24250,PPXIG1639
 N161D , Airplane , Bell , 206 L-1 , No ,2, Turbo Shaft ,2689,PPXIG1640
 N400WJ , Airplane , Long Pitts , Special S1S , Yes ,1, Reciprocating ,5000,PPXIG1641
 N636SP , Airplane , Robert J. Labonte , Defiant , Yes ,2, Reciprocating ,1600,PPXIG1642
 N5210G , Airplane , Cessna , 172RG , No ,1, Reciprocating ,10099,PPXIG1643
 N74SA , Airplane , Beech , 95-B55 , No ,2, Reciprocating ,2398,PPXIG1644
 N223WH , Airplane , Everett Vidrine , Dragonfly , Yes ,1, Reciprocating ,3198,PPXIG1645
 N269JH , Airplane , Air Tractor , AT-502B , No ,1, Turbo Prop ,3600,KGX7
 N6834L , Airplane , Grumman , G-164A , No ,1, Reciprocating ,3600,KGX8
 N65ZA , Airplane , Cessna , T210L , No ,1, Reciprocating ,2649,KGX9
 N2613R , Airplane , Piper , PA-28-181 , No ,  ,  ,3968,KGX10
 N119JM , Airplane , Piper , PA-24-250 , No ,1, Reciprocating ,2649,KGX11
 N605AM , Airplane , Piper , J5A , No ,1, Reciprocating ,3368,KGX12
 N99KJ , Airplane , Cessna , 182R , No ,1, Reciprocating ,1697,KGX13
 N96719 , Airplane , Piper , J3C , No ,1, Reciprocating ,3399,KGX14
 N910MB , Airplane , Luscombe , 8A , No ,1, Reciprocating ,8747,KGX15
 N182VM , Airplane , McDonnell Douglas , DC-9-14 , No ,  ,  ,4700,KGX16
 N232EM , Airplane , Bell , 206B , No ,1, Turbo Shaft ,3800,KGX17
 N2916C , Airplane , Bombardier , CL-600 , No ,2, Turbo Fan ,6250,KGX18
 N9520F , Airplane , Davis-Zenair , STOL CH 801 , Yes ,1, Reciprocating ,8000,KGX19
 N8755K , Airplane , Finke , Rotorway Exec 162F , Yes ,1, Reciprocating ,3399,KGX20
 N81MF , Airplane , Swearingen , SA-226T , No ,2, Turbo Prop ,1146,KGX21
 N5345G , Airplane , Cessna , P210N , No ,1, Reciprocating ,50706,KGX22
 N339X , Airplane , Cessna , 172S , No ,1, Reciprocating ,0,KGX23
 N8276K , Airplane , Rotorway , Exec , Yes ,1, Reciprocating ,3800,KGX24
 C-FHUH , Airplane , Piper , PA 25 , No ,1, Reciprocating ,1245,KGX25
 N8420V , Airplane , Learjet ,55, No ,2, Turbo Fan ,6728,KGX26
 N340PA , Airplane , Root , RV-4 , Yes ,1, Reciprocating ,2149,KGX27
 N731YZ , Airplane , Cessna , 182J , No ,1, Reciprocating ,3968,KGX28
 N478Q , Airplane , Agusta , A119 , No ,1, Turbo Shaft ,2500,KGX29
 N508M , Airplane , Mattie , RV-4 , Yes ,1, Reciprocating ,12500,KGX30
 N201UV , Airplane , Calhoun , RV-4 , Yes ,1, Reciprocating ,4960,KGX31
 N6535J , Airplane , Beech , 36TC , No ,1, Reciprocating ,1673,KGX32
 N97124 , Airplane , Cessna , 172M , No ,1, Reciprocating ,11199,KGX33
 N579EH , Airplane , Piper , PA-32R-301T , No ,1, Reciprocating ,1600,KGX34
 N2472F , Airplane , PDPS PZL-BIELSKO , SZD-50-3 , No ,0,  ,3600,KGX35
 N51365 , Airplane , Cessna ,172, No ,  ,  ,12500,KGX36
 N3077H , Airplane , Lindstrand Balloons , 90A , No ,0, Unknown ,4750,KGX37
 N3465G , Airplane , Piper , PA-28 , No ,1, Reciprocating ,5399,KGX38
 N200TZ , Airplane , Cessna ,182, No ,1, Reciprocating ,2649,KGX39
 N7265T , Airplane , Burkhart Grob , G-103A Twin II Acro , No ,  ,  ,2299,KGX40
 N502MT , Airplane , Pitts , S-1 , Yes ,1, Reciprocating ,4960,KGX41
 N4468V , Airplane , Cessna ,120, No ,1, Reciprocating ,15899,KGX42
 N8173U , Airplane , Beech ,58, No ,2, Reciprocating ,3600,KGX43
 N223CS , Airplane , Cessna , 172N , No ,1, Reciprocating ,1668,KGX44
 N739HQ , Airplane , Airbus Industrie , A319 , No ,2, Turbo Fan ,5399,KGX45
 N3950S , Airplane , Saladino , Searey , Yes ,1, Reciprocating ,3999,KGX46
 N309TS , Airplane , Mooney , M20C , No ,1, Reciprocating ,2449,KGX47
 N6374V , Airplane , Varga , 2150A , No ,1, Reciprocating ,6999,KGX48
 N6583R , Airplane , Bell , 206 L-1 , No ,1, Turbo Shaft ,1697,KGX49
 N412V , Airplane , Newell , RV-6A , Yes ,1, Reciprocating ,1763,KGX50
 N90076 , Airplane , Beech , A45 , No ,1, Reciprocating ,925,KGX51
 N62058 , Airplane , Grumman , G-164B , No ,1, Reciprocating ,1697,KGX52
 N347AB , Airplane , Cessna , 170B , No ,1, Reciprocating ,5350,KGX53
 N800AW , Airplane , Cessna , 150L , No ,1, Reciprocating ,1369,KGX54
 N4GB , Airplane , Cessna , A185F , No ,1, Reciprocating ,3600,KGX55
 N2435V , Airplane , Aviat , A-1A , No ,1, Reciprocating ,49603,KGX56
 N369BZ , Airplane , Aero Commander , Callair A-9B , No ,1, Reciprocating ,8999,KGX57
 N2421D , Airplane , Grumman , G-164 , No ,1, Reciprocating ,4570,KGX58
 N414FB , Airplane , Grumman , G-164C , No ,1, Reciprocating ,3800,KGX59
 N2080Z , Airplane , Cessna , A185F , No ,1, Reciprocating ,3399,KGX60
 N41BB , Airplane , McDonnell Douglas , DC-9-82 , No ,2, Turbo Fan ,3198,KGX61
 N43656 , Airplane , Selby Dean , KR-2-SS , Yes ,1, Reciprocating ,1668,KGX62
 N7194S , Airplane , McDonnell Douglas , 369FF , No ,1, Turbo Shaft ,3600,KGX63
 N2553S , Airplane , Piper , PA-23-160 , No ,2, Reciprocating ,3800,KGX64
 N572AS , Airplane , Cessna , 210M , No ,1, Reciprocating ,4750,KGX65
 N1148V , Airplane , Beech , C23 , No ,1, Reciprocating ,3800,KGX66
 N6259N , Airplane , Hughes , 500D , No ,1, Turbo Shaft ,3600,KGX67
 N8148G , Airplane , Bell , 222U , No ,2, Turbo Shaft ,10471,KGX68
 N789SA , Airplane , Learjet , 35A , No ,2, Turbo Fan ,3600,KGX69
 N155ZV , Airplane , Cessna , 172M , No ,1, Reciprocating ,8999,KGX70
 N400DH , Airplane , Airbus Industrie , A320-233 , No ,2, Turbo Fan ,1369,KGX71
 N8429 , Airplane , Bell ,407, No ,1, Turbo Shaft ,2500,KGX72
 N65675 , Airplane , Piper , PA-28R-180 , No ,1, Reciprocating ,5299,KGX73
 N1883V , Airplane , Ercoupe , 415-D , No ,1, Reciprocating ,3800,KGX74
 N7872G , Airplane , Eurocopter France , AS350 B2 , No ,1, Turbo Shaft ,1600,KGX75
 N8287X , Airplane , Gulfstream-Schweizer , G-164B , No ,1, Reciprocating ,3300,KGX76
 N61576 , Airplane , Convair Div. of Gen. Dynamics ,440, No ,2, Turbo Prop ,1668,KGX77
 N4359S , Airplane , Manoucher , Lancair 360 MKII , Yes ,1, Reciprocating ,4750,KGX78
 N15118 , Airplane , Air Tractor Inc. , AT-301 , No ,1, Reciprocating ,3968,KGX79
 N11FL , Airplane , Raytheon Corporate Jets , Beechjet 400A , No ,2, Turbo Fan ,3600,KGX80
 N6175L , Airplane , Cessna , 182A , No ,1, Reciprocating ,13869,KGX81
 N3179U , Airplane , Lindstrand Balloons , 120A , No ,0,  ,925,KGX82
 N6958V , Airplane , Cessna ,172, No ,1, Reciprocating ,4750,KGX83
 N69EP , Airplane , Boeing , A 75N1 , No ,1, Reciprocating ,3968,KGX84
 N7937V , Airplane , Robinson , R-44 II , No ,1, Reciprocating ,1294,KGX85
 N4370D , Airplane , Hughes , 369D , No ,1, Turbo Shaft ,5399,KGX86
 N796L , Airplane , Cessna , 172I , No ,1, Reciprocating ,2138,KGX87
 N8520V , Airplane , Beech , E95 , No ,2, Reciprocating ,1653,KGX88
 N8930Q , Airplane , North American , T28B , No ,1, Reciprocating ,1369,KGX89
 N966MA , Airplane , Piper , PA-28-161 , No ,1, Reciprocating ,4570,KGX90
 N682FE , Airplane , Cessna , 172C , No ,1, Reciprocating ,4155,KGX91
 N9869A , Airplane , PZL-Mielec , M-18T , No ,1, Turbo Prop ,870,KGX92
 N6257F , Airplane , Mooney , M20J , No ,1, Reciprocating ,5399,KGX93
 N7362X , Airplane , Cessna , R182 , No ,1, Reciprocating ,3747,KGX94
 N316MA , Airplane , Cessna , 180J , No ,1, Reciprocating ,2649,KGX95
 N99AT , Airplane , Piper , PA-28-161 , No ,1, Reciprocating ,947,KGX96
 N93707 , Airplane , Thunder & Colt LTD , 210A , No ,0,  ,5092,KGX97
 N751T , Airplane , Adventura , II , No ,1, Reciprocating ,4629,KGX98
 N105FS , Airplane , Ercoupe , 415-C , No ,1, Reciprocating ,1600,KGX99
 N325LA , Airplane , Logston , Starduster SA100DL , Yes ,1, Reciprocating ,2949,KGX100
 N7138K , Airplane , Fitz , Starduster SA300 , Yes ,1, Reciprocating ,3968,KGX101
 N29821 , Airplane , Piper , PA-31-350 , No ,2, Reciprocating ,1051,KGX102
 N5655P , Airplane , Stein Skybolt , Skybolt , Yes ,1, Reciprocating ,3600,KGX103
 N163GT , Airplane , Air Tractor , AT-401 , No ,1, Reciprocating ,1371,KGX104
 N317ME , Airplane , Cessna ,180, No ,1, Reciprocating ,5500,KGX105
 N4010A , Airplane , Piper , PA-28-140 , No ,1, Reciprocating ,3600,KGX106
 N2819Y , Airplane , Whitlock , Rotorway Exec 162F , Yes ,1, Reciprocating ,3968,KGX107
 N6367J , Airplane , Mooney Aircraft Corp , M20S , No ,1, Reciprocating ,3968,KGX108
 N81SP , Airplane , Glassic Composites , SQ-2000 XL , Yes ,1, Reciprocating ,3968,KGX109
 N515N , Airplane , Cessna , 182A , No ,1, Reciprocating ,2899,KGX110
 N467UA , Airplane , Cessna , 401B , No ,2, Reciprocating ,0,KGX111
 N482UA , Airplane , Beech , BE-N35 , No ,1, Reciprocating ,12345,KGX112
 N3038X , Airplane , Petsche Kitfox , Kitfox 7 , Yes ,1, Reciprocating ,139499,KGX113
 N978AT , Airplane , Hughes , 269C , No ,1, Reciprocating ,3968,KGX114
 N30SE , Airplane , Robinson , R-22 , No ,1, Reciprocating ,4960,KGX115
 N61PS , Airplane , Cessna , 150M , No ,1, Reciprocating ,2550,KGX116
 N75844 , Airplane , Cessna , 340A , No ,2, Reciprocating ,2500,KGX117
 N91734 , Airplane , Texas Helicopter , M-74 , No ,1, Reciprocating ,1798,KGX118
 N2588A , Airplane , Cessna , 180E , No ,1, Reciprocating ,2799,KGX119
 N516UA , Airplane , Cessna , 172 RG , No ,1, Reciprocating ,0,KGX120
 N9660T , Airplane , Ammeter , RV-6 , Yes ,1, Reciprocating ,4340,KGX121
