AccidentNumber,Date,WeatherCondition,InjurySeverity,AircraftDamage,LocationID
 CHI03LA200 , 07/07/2003 , VMC , Non-Fatal , Substantial ,123251
 LAX03LA228 , 07/07/2003 , VMC , Non-Fatal , Substantial ,83671
 FTW03LA178 , 07/07/2003 , VMC , Non-Fatal , Substantial ,26773
 SEA03LA133 , 07/07/2003 , VMC , Non-Fatal , Substantial ,105358
 CHI03WA198 , 07/07/2003 , IMC , Fatal(1) , Substantial ,97983
 DCA03WA043 , 07/06/2003 ,  , Non-Fatal , Substantial ,88760
 LAX03CA227 , 07/06/2003 , VMC , Non-Fatal , Substantial ,57466
 NYC03CA152 , 07/06/2003 , VMC , Non-Fatal , Substantial ,38893
 DEN03LA131 , 07/06/2003 , VMC , Non-Fatal , Substantial ,84788
 LAX03LA226 , 07/06/2003 , VMC , Non-Fatal , Substantial ,109365
 ANC03LA068 , 07/06/2003 , VMC , Non-Fatal , Substantial ,964
 DEN03LA122 , 07/06/2003 , VMC , Non-Fatal , Substantial ,69652
 DEN03LA123 , 07/06/2003 , VMC , Non-Fatal , Substantial ,98526
 NYC03LA151 , 07/06/2003 , VMC , Non-Fatal , Substantial ,126568
 SEA03LA126 , 07/06/2003 , VMC , Non-Fatal , Substantial ,98066
 SEA03LA130 , 07/05/2003 , VMC , Non-Fatal , Substantial ,3599
 CHI03LA203 , 07/05/2003 , VMC , Non-Fatal , Substantial ,71212
 CHI03LA201 , 07/05/2003 , VMC , Fatal(2) , Destroyed ,44770
 CHI03LA199 , 07/05/2003 , VMC , Non-Fatal , Substantial ,88122
 DEN03LA121 , 07/05/2003 , VMC , Non-Fatal , Destroyed ,55379
 DEN03LA120 , 07/05/2003 , VMC , Non-Fatal , Substantial ,86773
 CHI03LA195 , 07/05/2003 , VMC , Non-Fatal , Substantial ,91030
 NYC03FA148 , 07/05/2003 , VMC , Fatal(2) , Destroyed ,48486
 SEA03LA129 , 07/05/2003 , VMC , Non-Fatal , Substantial ,109341
 NYC03LA150 , 07/05/2003 , VMC , Non-Fatal , Substantial ,58277
 LAX03LA225 , 07/05/2003 , VMC , Non-Fatal , Substantial ,106265
 MIA03WA136 , 07/05/2003 , IMC , Fatal(1) , Destroyed ,108176
 MIA03WA137 , 07/05/2003 , VMC , Fatal(2) , Destroyed ,96479
 ANC03LA069 , 07/04/2003 , VMC , Non-Fatal , Substantial ,34403
 LAX03FA207 , 07/04/2003 , VMC , Fatal(1) , Substantial ,87148
 LAX03FA224 , 07/04/2003 , VMC , Fatal(1) , Destroyed ,4186
 CHI03LA197 , 07/04/2003 , VMC , Non-Fatal , Destroyed ,25940
 CHI03LA208 , 07/04/2003 , VMC , Non-Fatal ,  ,129238
 SEA03FA123 , 07/04/2003 , VMC , Fatal(3) , Destroyed ,77878
 SEA03FA124 , 07/04/2003 , VMC , Fatal(1) , Substantial ,128626
 SEA03LA125 , 07/04/2003 , VMC , Non-Fatal , Destroyed ,110984
 SEA03LA127 , 07/04/2003 , VMC , Non-Fatal , Substantial ,2496
 SEA03LA128 , 07/04/2003 , VMC , Non-Fatal , Substantial ,101839
 ANC03FA066 , 07/03/2003 , IMC , Fatal(5) , Destroyed ,115919
 ATL03LA117 , 07/03/2003 , VMC , Non-Fatal , Substantial ,33913
 ATL03LA116 , 07/03/2003 , VMC , Fatal(1) , Destroyed ,114486
 SEA03LA202 , 07/03/2003 , VMC , Non-Fatal , Substantial ,16624
 NYC03CA149 , 07/03/2003 , IMC , Non-Fatal , Substantial ,101953
 FTW03WA183 , 07/03/2003 , VMC , Non-Fatal , Substantial ,56164
 CHI03LA191 , 07/02/2003 , VMC , Non-Fatal , Substantial ,44585
 CHI03LA187 , 07/02/2003 , VMC , Non-Fatal , Substantial ,57412
 CHI03LA192 , 07/02/2003 , VMC , Non-Fatal , Substantial ,49461
 DEN03LA116 , 07/02/2003 , VMC , Non-Fatal , Substantial ,67839
 CHI03LA196 , 07/02/2003 , VMC , Non-Fatal , Substantial ,70256
 ATL03FA115 , 07/02/2003 , VMC , Fatal(2) , Substantial ,1468
 NYC03LA147 , 07/02/2003 , VMC , Non-Fatal , Substantial ,115638
 NYC03LA146 , 07/02/2003 , VMC , Non-Fatal , Substantial ,103309
 MIA03LA139 , 07/01/2003 , VMC , Non-Fatal , Substantial ,1511
 MIA03LA138 , 07/01/2003 , VMC , Non-Fatal , Substantial ,109396
 DEN03LA117 , 07/01/2003 , VMC , Non-Fatal , Substantial ,97238
 CHI03LA194 , 07/01/2003 , VMC , Non-Fatal , Substantial ,26829
 DEN03LA119 , 07/01/2003 , VMC , Non-Fatal ,  ,86979
 CHI03LA190 , 07/01/2003 , VMC , Non-Fatal , Substantial ,127652
 NYC03LA145 , 07/01/2003 , VMC , Non-Fatal , Substantial ,99994
 FTW03LA200 , 07/01/2003 , VMC , Non-Fatal , Substantial ,9865
 ATL03LA113 , 06/30/2003 , IMC , Fatal(1) , Destroyed ,71222
 LAX03LA218 , 06/30/2003 , VMC , Non-Fatal , Substantial ,68728
 CHI03LA186 , 06/30/2003 , VMC , Non-Fatal , Substantial ,22523
 WAS03WA018 , 06/30/2003 , VMC , Non-Fatal , Substantial ,13969
 LAX03CA220 , 06/30/2003 , VMC , Non-Fatal , Substantial ,107165
 LAX03CA219 , 06/30/2003 , VMC , Non-Fatal , Substantial ,28194
 ANC03LA064 , 06/29/2003 , VMC , Non-Fatal , Substantial ,30334
 CHI03LA193 , 06/29/2003 , VMC , Non-Fatal , Substantial ,89853
 NYC03LA141 , 06/29/2003 , VMC , Non-Fatal , Substantial ,37768
 DEN03LA118 , 06/29/2003 , VMC , Non-Fatal , Substantial ,110158
 LAX03LA216 , 06/29/2003 , VMC , Non-Fatal , Substantial ,129385
 CHI03LA188 , 06/29/2003 , VMC , Non-Fatal , Substantial ,1028
 CHI03LA189 , 06/29/2003 , VMC , Non-Fatal , Substantial ,8188
 NYC03LA139 , 06/29/2003 , VMC , Non-Fatal , Substantial ,15943
 DEN03LA127 , 06/28/2003 , VMC , Non-Fatal , Substantial ,18924
 CHI03LA211 , 06/28/2003 , VMC , Non-Fatal , Substantial ,43443
 SEA03FA121 , 06/28/2003 , VMC , Fatal(1) , Substantial ,111037
 SEA03LA120 , 06/28/2003 , VMC , Non-Fatal , Substantial ,32567
 ANC03LA062 , 06/28/2003 , VMC , Non-Fatal , Substantial ,92910
 ANC03LA063 , 06/28/2003 , VMC , Non-Fatal , Substantial ,65613
 LAX03LA214 , 06/28/2003 , VMC , Non-Fatal , Substantial ,105508
 DEN03FA114 , 06/28/2003 , VMC , Fatal(2) , Destroyed ,3266
 DEN03LA115 , 06/28/2003 , VMC , Non-Fatal , Substantial ,45805
 DEN03FA113 , 06/28/2003 , VMC , Fatal(1) , Destroyed ,23064
 NYC03LA159 , 06/28/2003 , VMC , Non-Fatal , Substantial ,57974
 FTW03CA180 , 06/28/2003 , VMC , Non-Fatal , Substantial ,77934
 IAD03CA060 , 06/28/2003 , VMC , Non-Fatal , Substantial ,53700
 LAX03CA215 , 06/28/2003 , VMC , Non-Fatal , Substantial ,35452
 SEA03CA119 , 06/27/2003 , VMC , Non-Fatal , Substantial ,115689
 IAD03CA061 , 06/27/2003 , VMC , Non-Fatal , Substantial ,60215
 CHI03LA184 , 06/27/2003 , VMC , Non-Fatal , Substantial ,70189
 NYC03LA140 , 06/27/2003 , VMC , Non-Fatal , Substantial ,102608
 CHI03LA185 , 06/27/2003 , VMC , Non-Fatal , Destroyed ,68853
 NYC03LA144 , 06/27/2003 , VMC , Non-Fatal , Substantial ,108129
 DEN03LA112 , 06/27/2003 , VMC , Non-Fatal , Substantial ,109813
 CHI03LA290 , 06/27/2003 , VMC , Non-Fatal , Substantial ,82048
 LAX03LA211 , 06/26/2003 , VMC , Non-Fatal , Substantial ,19103
 NYC03LA137 , 06/26/2003 , VMC , Non-Fatal , Substantial ,39001
 LAX03LA212 , 06/26/2003 , VMC , Non-Fatal , Substantial ,33789
 MIA03FA135 , 06/26/2003 , VMC , Fatal(2) , Substantial ,14285
 NYC03FA136 , 06/26/2003 , VMC , Fatal(2) , Destroyed ,123789
 SEA03LA118 , 06/26/2003 , VMC , Fatal(1) , Substantial ,66149
 LAX03LA213 , 06/26/2003 , VMC , Non-Fatal , Substantial ,12870
 NYC03TA138 , 06/26/2003 , VMC , Non-Fatal , Substantial ,41491
 ANC03CA088 , 06/25/2003 , VMC , Non-Fatal , Substantial ,118026
 SEA03TA116 , 06/25/2003 , VMC , Non-Fatal , Substantial ,99855
 MIA03LA134 , 06/25/2003 , VMC , Non-Fatal , Substantial ,52964
 CHI03FA179 , 06/25/2003 , IMC , Fatal(1) , Destroyed ,63891
 ANC03FA061 , 06/25/2003 , IMC , Fatal(2) , Substantial ,8994
 CHI03FA181 , 06/25/2003 , VMC , Fatal(3) , Destroyed ,95011
 CHI03LA182 , 06/25/2003 , VMC , Fatal(1) , Destroyed ,103378
 ANC03LA067 , 06/25/2003 , VMC , Fatal(3) , Destroyed ,11889
 FTW03LA177 , 06/25/2003 , VMC , Non-Fatal , Substantial ,100008
 SEA03LA122 , 06/25/2003 , VMC , Non-Fatal , Substantial ,64564
 NYC03LA142 , 06/25/2003 , VMC , Non-Fatal , Substantial ,15076
 CHI03LA180 , 06/24/2003 , VMC , Non-Fatal , Substantial ,26474
 DEN03FA111 , 06/24/2003 , VMC , Fatal(1) , Destroyed ,82512
 NYC03LA135 , 06/24/2003 , VMC , Non-Fatal , Substantial ,112048
 MIA03LA131 , 06/23/2003 , VMC , Non-Fatal , Substantial ,120001
 NYC03LA134 , 06/23/2003 , VMC , Non-Fatal , Substantial ,88060
 MIA03FA130 , 06/23/2003 , VMC , Non-Fatal ,  ,70800
 DEN03LA110 , 06/23/2003 , VMC , Non-Fatal , Substantial ,65791
 LAX03LA209 , 06/23/2003 , VMC , Non-Fatal , Substantial ,13835
 MIA03CA132 , 06/23/2003 , VMC , Non-Fatal , Substantial ,120501
 FTW03WA194 , 06/23/2003 , VMC , Non-Fatal , Substantial ,10948
 LAX03WA223 , 06/22/2003 , VMC , Fatal(4) , Destroyed ,97472
 LAX03CA208 , 06/22/2003 , VMC , Non-Fatal , Substantial ,110153
 IAD03CA062 , 06/22/2003 , VMC , Non-Fatal , Substantial ,95074
 CHI03LA177 , 06/22/2003 , VMC , Non-Fatal , Substantial ,20462
 DCA03WA041 , 06/22/2003 , IMC , Fatal(1) , Destroyed ,40981
 FTW03LA176 , 06/22/2003 , VMC , Non-Fatal , Substantial ,40887
 FTW03LA175 , 06/22/2003 , VMC , Non-Fatal , Substantial ,60011
 SEA03LA115 , 06/22/2003 , VMC , Non-Fatal , Substantial ,126978
 SEA03LA117 , 06/22/2003 , VMC , Non-Fatal , Substantial ,29447
 CHI03LA175 , 06/22/2003 , VMC , Non-Fatal , Substantial ,129319
 ATL03FA111 , 06/22/2003 , VMC , Fatal(3) , Substantial ,108185
 DEN03LA109 , 06/22/2003 , VMC , Non-Fatal , Substantial ,83744
 ATL03LA112 , 06/21/2003 , VMC , Non-Fatal , Substantial ,46385
 SEA03LA111 , 06/21/2003 , VMC , Non-Fatal , Destroyed ,122199
 NYC03LA143 , 06/21/2003 , VMC , Non-Fatal ,  ,73567
 FTW03FA174 , 06/21/2003 , VMC , Fatal(1) , Destroyed ,43006
 ATL03LA110 , 06/21/2003 , VMC , Non-Fatal , Substantial ,116432
 IAD03CA059 , 06/21/2003 , VMC , Non-Fatal , Substantial ,64054
 LAX03WA222 , 06/20/2003 , VMC , Fatal(2) , Destroyed ,102531
 CHI03LA173 , 06/20/2003 , VMC , Non-Fatal ,  ,51985
 CHI03LA172 , 06/20/2003 , VMC , Non-Fatal , Substantial ,36665
 CHI03LA170 , 06/20/2003 , VMC , Non-Fatal , Substantial ,23483
 SEA03LA109 , 06/20/2003 , VMC , Non-Fatal , Substantial ,62268
 NYC03LA133 , 06/20/2003 , VMC , Non-Fatal , Substantial ,38216
 SEA03FA110 , 06/20/2003 , VMC , Fatal(1) , Substantial ,106608
 NYC03FA132 , 06/19/2003 , VMC , Fatal(1) , Destroyed ,21551
 LAX03LA210 , 06/19/2003 , VMC , Non-Fatal , Substantial ,109172
 CHI03LA171 , 06/19/2003 , VMC , Non-Fatal , Substantial ,25674
 ATL03FA114 , 06/19/2003 , VMC , Fatal(2) , Substantial ,116362
 LAX03FA206 , 06/19/2003 , VMC , Fatal(1) , Destroyed ,61344
 CHI03LA169 , 06/19/2003 , VMC , Non-Fatal , Substantial ,118051
 CHI03LA176 , 06/19/2003 , VMC , Non-Fatal , Substantial ,80134
 SEA03CA112 , 06/19/2003 , VMC , Non-Fatal , Substantial ,106855
 MIA03CA125 , 06/18/2003 , VMC , Non-Fatal , Substantial ,33489
 DEN03LA108 , 06/18/2003 , VMC , Non-Fatal , Substantial ,114659
 CHI03LA167 , 06/18/2003 , VMC , Non-Fatal , Substantial ,128283
 LAX03WA205 , 06/18/2003 , VMC , Non-Fatal , Substantial ,82336
 SEA03WA114 , 06/18/2003 , VMC , Fatal(2) , Destroyed ,56698
 MIA03LA127 , 06/18/2003 , IMC , Non-Fatal ,  ,47399
 SEA03LA113 , 06/17/2003 , VMC , Non-Fatal , Substantial ,11967
 MIA03FA124A , 06/17/2003 , VMC , Fatal(5) , Destroyed ,104953
 MIA03FA124B , 06/17/2003 , VMC , Fatal(5) , Destroyed ,70169
 DCA03WA040 , 06/17/2003 ,  , Non-Fatal , Substantial ,15184
 MIA03WA126 , 06/17/2003 , VMC , Non-Fatal , Substantial ,73954
 CHI03LA168 , 06/17/2003 , VMC , Non-Fatal , Substantial ,113104
 ATL03LA108 , 06/17/2003 , IMC , Non-Fatal , Substantial ,47506
 SEA03FA106 , 06/16/2003 , VMC , Fatal(1) , Destroyed ,112915
 SEA03LA108 , 06/16/2003 , VMC , Non-Fatal , Substantial ,27655
 ATL03LA106 , 06/16/2003 , VMC , Non-Fatal , Substantial ,40439
 ATL03FA107 , 06/16/2003 , VMC , Fatal(2) , Destroyed ,42697
 LAX03LA202 , 06/16/2003 , VMC , Non-Fatal , Substantial ,31597
 MIA03CA129 , 06/16/2003 , VMC , Non-Fatal , Substantial ,44216
 IAD03FA058 , 06/16/2003 , VMC , Fatal(2) , Destroyed ,34174
 MIA03LA133 , 06/16/2003 , VMC , Non-Fatal , Substantial ,3107
 NYC03LA160 , 06/16/2003 , VMC , Non-Fatal , Substantial ,62241
 FTW03LA181 , 06/16/2003 , VMC , Non-Fatal , Substantial ,40813
 ATL03LA119 , 06/15/2003 , VMC , Non-Fatal , Substantial ,3065
 SEA03LA105 , 06/15/2003 , VMC , Non-Fatal , Substantial ,59127
 NYC03FA131 , 06/15/2003 , VMC , Fatal(4) , Substantial ,47728
 CHI03LA183 , 06/15/2003 , VMC , Non-Fatal , Substantial ,19118
 LAX03FA200 , 06/15/2003 , VMC , Fatal(4) , Destroyed ,56846
 LAX03CA201 , 06/15/2003 , VMC , Non-Fatal , Substantial ,30589
 DEN03LA106 , 06/15/2003 , VMC , Non-Fatal , Substantial ,102723
 CHI03LA161 , 06/15/2003 , VMC , Non-Fatal , Substantial ,100362
 DEN03LA105 , 06/15/2003 , VMC , Non-Fatal , Destroyed ,19598
 FTW03LA173 , 06/14/2003 , VMC , Fatal(1) , Destroyed ,108297
 SEA03LA103 , 06/14/2003 , VMC , Non-Fatal , Substantial ,74463
 ATL03FA125 , 06/14/2003 , VMC , Fatal(2) , Substantial ,16132
 DEN03LA107 , 06/14/2003 , VMC , Non-Fatal , Substantial ,77499
 CHI03LA165 , 06/14/2003 , VMC , Non-Fatal , Substantial ,70568
 CHI03LA163 , 06/14/2003 , VMC , Non-Fatal , Substantial ,93027
 SEA03CA102 , 06/14/2003 , VMC , Non-Fatal , Substantial ,72823
 MIA03CA128 , 06/14/2003 , VMC , Non-Fatal , Substantial ,28783
 MIA03LA123 , 06/14/2003 , VMC , Non-Fatal , Substantial ,81258
 FTW03LA179 , 06/14/2003 , VMC , Non-Fatal , Substantial ,111217
 IAD03CA057 , 06/13/2003 , VMC , Non-Fatal , Substantial ,105767
 CHI03LA164 , 06/13/2003 , VMC , Non-Fatal , Substantial ,82981
 ANC03LA060 , 06/13/2003 , VMC , Non-Fatal , Substantial ,76124
 SEA03LA104 , 06/13/2003 , VMC , Non-Fatal , Substantial ,127909
 LAX03LA197 , 06/13/2003 , VMC , Fatal(1) , Destroyed ,57306
 LAX03LA198 , 06/13/2003 , VMC , Non-Fatal , Destroyed ,17178
 DEN03LA104 , 06/13/2003 , VMC , Non-Fatal , Destroyed ,46647
 CHI03LA159 , 06/13/2003 , VMC , Non-Fatal , Substantial ,86737
 CHI03LA162 , 06/13/2003 , VMC , Non-Fatal , Substantial ,119386
 CHI03LA160 , 06/13/2003 , VMC , Non-Fatal , Substantial ,47404
 LAX03IA199 , 06/13/2003 , VMC , Incident ,  ,78859
 LAX03TA204 , 06/13/2003 , VMC , Non-Fatal , Substantial ,57104
 DEN03LA152 , 06/13/2003 , VMC , Non-Fatal , Substantial ,65085
 SEA03LA101 , 06/12/2003 , VMC , Non-Fatal , Substantial ,84444
 SEA03FA100 , 06/12/2003 , VMC , Fatal(2) , Substantial ,100762
 LAX03LA195 , 06/12/2003 , VMC , Non-Fatal , Substantial ,52860
 SEA03LA099 , 06/12/2003 , VMC , Non-Fatal , Substantial ,123339
 DEN03TA102 , 06/12/2003 , VMC , Non-Fatal , Destroyed ,42522
 DEN03TA103 , 06/12/2003 , VMC , Non-Fatal , Substantial ,73121
 FTW03LA172 , 06/12/2003 , VMC , Non-Fatal , Substantial ,103061
 MIA03LA121 , 06/12/2003 , VMC , Non-Fatal , Substantial ,121325
 ANC03LA059 , 06/12/2003 , VMC , Non-Fatal , Substantial ,99792
 MIA03FA122 , 06/12/2003 , IMC , Fatal(2) , Destroyed ,97071
 LAX03CA203 , 06/12/2003 , VMC , Non-Fatal , Substantial ,64520
 NYC03FA129 , 06/12/2003 , VMC , Fatal(2) , Destroyed ,61644
 NYC03LA128 , 06/12/2003 , VMC , Non-Fatal , Substantial ,12839
 LAX03LA193 , 06/12/2003 , VMC , Non-Fatal ,  ,128715
 MIA03FA120 , 06/11/2003 , VMC , Non-Fatal , Substantial ,65186
 ATL03LA152 , 06/11/2003 , VMC , Fatal(2) , Substantial ,127018
 ATL03CA105 , 06/11/2003 , VMC , Non-Fatal , Substantial ,99194
 LAX03LA192 , 06/11/2003 , VMC , Fatal(1) , Destroyed ,20829
 SEA03LA098 , 06/11/2003 , VMC , Non-Fatal , Substantial ,25913
 NYC03LA127 , 06/10/2003 , VMC , Non-Fatal , Substantial ,1493
 ANC03LA058 , 06/10/2003 , VMC , Non-Fatal , Substantial ,32437
 LAX03LA190 , 06/10/2003 , VMC , Non-Fatal , Substantial ,101496
 DEN03IA101 , 06/10/2003 , VMC , Incident ,  ,108329
 LAX03LA191 , 06/10/2003 , VMC , Non-Fatal , Substantial ,32246
 NYC03LA126 , 06/10/2003 , VMC , Non-Fatal , Substantial ,82831
 ANC03LA065 , 06/09/2003 , VMC , Non-Fatal , Substantial ,126194
 CHI03LA156 , 06/09/2003 , VMC , Non-Fatal , Substantial ,61501
 LAX03LA188 , 06/09/2003 , VMC , Non-Fatal , Substantial ,79214
 MIA03LA119 , 06/09/2003 , VMC , Non-Fatal , Substantial ,55319
 CHI03LA154 , 06/09/2003 , VMC , Non-Fatal , Substantial ,72401
 LAX03LA189 , 06/09/2003 , VMC , Non-Fatal , Substantial ,6227
 ANC03LA057 , 06/09/2003 , VMC , Non-Fatal , Substantial ,44090
 LAX03FA187 , 06/09/2003 , IMC , Fatal(1) , Destroyed ,72254
 ANC03LA056 , 06/08/2003 , VMC , Non-Fatal , Substantial ,16894
 NYC03LA124 , 06/08/2003 , VMC , Non-Fatal , Substantial ,85890
 LAX03LA186 , 06/08/2003 , VMC , Non-Fatal , Substantial ,34941
 CHI03LA155 , 06/08/2003 , VMC , Non-Fatal , Substantial ,121078
 LAX03LA184 , 06/08/2003 , VMC , Non-Fatal , Substantial ,91133
 FTW03LA168 , 06/08/2003 , VMC , Non-Fatal , Substantial ,8594
 DEN03LA100 , 06/08/2003 , VMC , Non-Fatal , Substantial ,62764
 ATL03FA104 , 06/08/2003 , VMC , Fatal(3) , Substantial ,124430
 SEA03FA096 , 06/08/2003 , VMC , Fatal(1) , Substantial ,61597
 NYC03LA122 , 06/08/2003 , VMC , Non-Fatal , Substantial ,45381
 NYC03LA125 , 06/07/2003 , VMC , Non-Fatal , Substantial ,6553
 CHI03FA150 , 06/07/2003 , VMC , Non-Fatal , Destroyed ,78248
 CHI03FA151 , 06/07/2003 , IMC , Fatal(2) , Destroyed ,45
 FTW03LA167 , 06/07/2003 , VMC , Non-Fatal , Substantial ,119069
 FTW03LA169 , 06/07/2003 , VMC , Non-Fatal , Substantial ,108168
 DEN03FA099 , 06/07/2003 , VMC , Fatal(1) , Destroyed ,45623
 LAX03LA185 , 06/07/2003 , VMC , Non-Fatal , Substantial ,82751
 SEA03LA097 , 06/07/2003 , VMC , Non-Fatal , Substantial ,112893
 DEN03LA098 , 06/07/2003 , VMC , Non-Fatal , Substantial ,64712
 CHI03LA152 , 06/07/2003 , VMC , Non-Fatal , Substantial ,55832
 CHI03IA153 , 06/07/2003 , VMC , Incident , Minor ,122822
 CHI03FA149 , 06/06/2003 , VMC , Fatal(1) , Destroyed ,2933
 LAX03LA183 , 06/06/2003 , VMC , Non-Fatal , Substantial ,101262
 NYC03LA123 , 06/06/2003 , VMC , Non-Fatal , Substantial ,126744
 ANC03LA055 , 06/06/2003 , VMC , Non-Fatal , Substantial ,35850
 NYC03LA120 , 06/06/2003 , VMC , Non-Fatal , Substantial ,129759
 NYC03LA130 , 06/06/2003 , VMC , Non-Fatal , Substantial ,55365
 SEA03LA107 , 06/06/2003 , VMC , Non-Fatal , Substantial ,22755
 LAX03FA182 , 06/06/2003 , VMC , Fatal(5) , Destroyed ,72339
 DCA03WA039 , 06/06/2003 ,  , Fatal(8) , Destroyed ,89333
 LAX03LA181 , 06/05/2003 , VMC , Non-Fatal ,  ,86313
 SEA03LA095 , 06/05/2003 , VMC , Fatal(1) , Substantial ,38458
 NYC03LA121 , 06/05/2003 , IMC , Non-Fatal , Substantial ,36477
 CHI03LA157 , 06/05/2003 , VMC , Non-Fatal , Substantial ,23636
 ATL03LA103 , 06/05/2003 , VMC , Non-Fatal , Substantial ,209
 SEA03LA093 , 06/04/2003 , VMC , Non-Fatal , Substantial ,37321
 NYC03LA119 , 06/04/2003 , VMC , Non-Fatal , Substantial ,26338
 FTW03LA166 , 06/04/2003 , VMC , Non-Fatal , Substantial ,41411
 LAX03LA180 , 06/03/2003 , VMC , Non-Fatal , Destroyed ,5324
 CHI03FA141 , 06/03/2003 , IMC , Fatal(1) , Destroyed ,4983
 NYC03LA118 , 06/03/2003 , VMC , Non-Fatal , Substantial ,125649
 IAD03FA056 , 06/03/2003 , VMC , Fatal(2) , Substantial ,78784
 MIA03LA118 , 06/03/2003 , VMC , Non-Fatal , Substantial ,61059
 CHI03LA148 , 06/02/2003 , VMC , Non-Fatal , Substantial ,105490
 DEN03LA094 , 06/02/2003 , VMC , Non-Fatal ,  ,98090
 ATL03LA101 , 06/02/2003 , VMC , Non-Fatal , Substantial ,25079
 FTW03LA165 , 06/02/2003 , VMC , Non-Fatal , Substantial ,122662
 CHI03LA147 , 06/02/2003 , VMC , Non-Fatal ,  ,28394
 DEN03LA096 , 06/02/2003 , VMC , Non-Fatal , Substantial ,19934
 LAX03LA177 , 06/01/2003 , VMC , Non-Fatal , Substantial ,7400
 MIA03LA116 , 06/01/2003 , VMC , Non-Fatal , Substantial ,97717
 CHI03LA143 , 06/01/2003 , VMC , Non-Fatal , Substantial ,58583
 LAX03LA163 , 06/01/2003 , VMC , Non-Fatal , Substantial ,92584
 CHI03LA158 , 06/01/2003 , VMC , Non-Fatal , Substantial ,86612
 CHI03LA145 , 06/01/2003 , VMC , Non-Fatal , Substantial ,36482
 DCA03WA037 , 06/01/2003 ,  , Fatal(2) , Destroyed ,62840
 SEA03WA094 , 06/01/2003 ,  , Non-Fatal , Destroyed ,70864
 DEN03LA097 , 05/31/2003 , VMC , Non-Fatal , Substantial ,101
 SEA03LA090 , 05/31/2003 , VMC , Non-Fatal , Substantial ,112946
 SEA03LA091 , 05/31/2003 , VMC , Non-Fatal , Substantial ,23753
 LAX03LA194 , 05/31/2003 , VMC , Non-Fatal , Substantial ,78061
 DEN03LA095 , 05/31/2003 , IMC , Non-Fatal , Substantial ,102614
 LAX03LA178 , 05/31/2003 , VMC , Non-Fatal , Substantial ,13628
 CHI03LA144 , 05/31/2003 , VMC , Non-Fatal , Substantial ,64987
 FTW03LA164 , 05/31/2003 , VMC , Non-Fatal , Substantial ,12348
 DEN03LA093 , 05/31/2003 , VMC , Non-Fatal , Substantial ,89953
 LAX03LA176 , 05/31/2003 , VMC , Fatal(1) , Destroyed ,77691
 LAX03LA175 , 05/31/2003 , VMC , Fatal(2) , Destroyed ,19889
 LAX03TA174 , 05/31/2003 , VMC , Non-Fatal , Substantial ,5700
 ATL03LA102 , 05/31/2003 , VMC , Non-Fatal , Substantial ,92463
 LAX03LA173 , 05/30/2003 , VMC , Fatal(1) , Destroyed ,100153
 LAX03LA172 , 05/30/2003 , IMC , Non-Fatal , Substantial ,82655
 LAX03LA171 , 05/30/2003 , VMC , Non-Fatal , Destroyed ,76432
 DEN03LA092 , 05/30/2003 , VMC , Non-Fatal , Substantial ,5778
 DEN03LA091 , 05/30/2003 , VMC , Non-Fatal , Substantial ,38821
 ANC03LA054 , 05/30/2003 , VMC , Non-Fatal , Substantial ,95397
 FTW03LA170 , 05/30/2003 , VMC , Non-Fatal , Substantial ,111212
 NYC03IA117 , 05/30/2003 , VMC , Incident , Minor ,42841
 SEA03FA089 , 05/30/2003 , VMC , Fatal(2) , Substantial ,94371
 ATL03LA100 , 05/30/2003 , VMC , Non-Fatal , Destroyed ,96250
 MIA03CA117 , 05/30/2003 , VMC , Non-Fatal , Substantial ,117005
 ANC03LA053 , 05/29/2003 , VMC , Non-Fatal , Substantial ,33015
 FTW03LA163 , 05/29/2003 , VMC , Fatal(1) , Destroyed ,28502
 ATL03LA098 , 05/29/2003 , VMC , Non-Fatal , Substantial ,47876
 ATL03LA099 , 05/29/2003 , VMC , Non-Fatal , Substantial ,56037
 CHI03LA142 , 05/29/2003 , VMC , Non-Fatal , Substantial ,26568
 LAX03LA170 , 05/29/2003 , VMC , Non-Fatal , Substantial ,33703
 LAX03LA169 , 05/28/2003 , VMC , Non-Fatal , Substantial ,83474
 ATL03LA097 , 05/28/2003 , VMC , Non-Fatal , Substantial ,126889
 DEN03FA090 , 05/28/2003 , VMC , Fatal(1) , Destroyed ,9173
 CHI03LA139 , 05/28/2003 , VMC , Non-Fatal , Substantial ,3421
 LAX03LA168 , 05/28/2003 , VMC , Non-Fatal , Substantial ,83204
 ANC03FA051 , 05/28/2003 , VMC , Fatal(4) , Destroyed ,126650
 ANC03LA052 , 05/28/2003 , VMC , Non-Fatal , Substantial ,102863
 CHI03LA140 , 05/27/2003 , VMC , Non-Fatal , Substantial ,53267
 CHI03LA137 , 05/27/2003 , VMC , Non-Fatal , Substantial ,83712
 MIA03CA113 , 05/27/2003 , VMC , Non-Fatal , Substantial ,19950
 NYC03LA115 , 05/26/2003 , VMC , Non-Fatal , Substantial ,87892
 LAX03LA164 , 05/26/2003 , VMC , Non-Fatal , Substantial ,118297
 DEN03LA089 , 05/26/2003 , VMC , Non-Fatal , Substantial ,110452
 LAX03FA166 , 05/26/2003 , VMC , Fatal(4) , Destroyed ,45008
 IAD03LA055 , 05/26/2003 , IMC , Non-Fatal , Destroyed ,26979
